0 1790112680075
1 1790112680077
0 1790112680075
1 1790112680078
0 1790112680078
0 1790112680092
1 1790112680102
0 1790112680104
0 1790112680124
0 1790112680124
0 1790112680146
0 1790112680146
0 1790112680168
0 1790112680168
0 1790112680189
0 1790112680189
0 1790112680211
0 1790112680211
0 1790112680233
0 1790112680233
0 1790112680259
0 1790112680259
0 1790112680280
0 1790112680280
0 1790112680299
0 1790112680299
0 1790112680321
0 1790112680321
0 1790112680351
0 1790112680351
0 1790112680371
0 1790112680371
0 1790112680395
0 1790112680395
0 1790112680413
0 1790112680413
0 1790112680438
0 1790112680438
0 1790112680461
0 1790112680461
0 1790112680479
0 1790112680479
0 1790112680509
0 1790112680508
1 1790112680554
0 1790112680555
1 1790112680555
0 1790112680557
0 1790112680640
0 1790112680640
0 1790112680646
0 1790112680646
0 1790112680676
0 1790112680676
0 1790112680694
0 1790112680694
0 1790112680713
0 1790112680713
1 1790112680743
0 1790112680744
0 1790112680766
0 1790112680766
0 1790112680784
0 1790112680784
0 1790112680814
0 1790112680814
0 1790112680834
0 1790112680834
0 1790112680862
0 1790112680862
0 1790112680878
0 1790112680878
0 1790112680902
0 1790112680902
0 1790112680927
0 1790112680927
0 1790112680946
0 1790112680946
0 1790112680973
0 1790112680973
0 1790112680999
0 1790112680999
0 1790112681018
0 1790112681018
0 1790112681044
0 1790112681044
0 1790112681066
0 1790112681066
0 1790112681089
0 1790112681089
0 1790112681113
0 1790112681113
0 1790112681135
0 1790112681135
0 1790112681163
0 1790112681163
0 1790112681184
0 1790112681184
0 1790112681203
0 1790112681203
0 1790112681229
0 1790112681229
0 1790112681254
0 1790112681254
0 1790112681281
0 1790112681281
0 1790112681304
0 1790112681304
0 1790112681329
0 1790112681329
0 1790112681353
0 1790112681353
0 1790112681374
0 1790112681374
0 1790112681400
0 1790112681400
0 1790112681422
0 1790112681422
0 1790112681444
0 1790112681444
0 1790112681469
0 1790112681469
0 1790112681495
0 1790112681495
0 1790112681515
0 1790112681515
0 1790112681540
0 1790112681540
0 1790112681563
0 1790112681563
0 1790112681587
0 1790112681587
0 1790112681610
0 1790112681610
0 1790112681633
0 1790112681633
0 1790112681659
0 1790112681659
0 1790112681684
0 1790112681684
0 1790112681711
0 1790112681711
0 1790112681736
0 1790112681736
0 1790112681757
0 1790112681757
0 1790112681780
0 1790112681780
0 1790112681803
0 1790112681803
0 1790112681824
0 1790112681824
0 1790112681852
0 1790112681852
0 1790112681872
0 1790112681872
0 1790112681899
0 1790112681899
0 1790112681923
0 1790112681923
0 1790112681946
0 1790112681946
0 1790112681964
0 1790112681964
0 1790112681990
0 1790112681990
0 1790112682018
0 1790112682018
0 1790112682045
0 1790112682045
0 1790112682063
0 1790112682063
0 1790112682085
0 1790112682085
0 1790112682108
0 1790112682108
0 1790112682124
0 1790112682124
0 1790112682152
0 1790112682152
0 1790112682177
0 1790112682177
0 1790112682195
0 1790112682195
0 1790112682221
0 1790112682221
0 1790112682246
0 1790112682246
0 1790112682273
0 1790112682273
0 1790112682296
0 1790112682296
0 1790112682317
0 1790112682317
0 1790112682341
0 1790112682341
0 1790112682363
0 1790112682363
0 1790112682390
0 1790112682390
0 1790112682415
0 1790112682415
0 1790112682438
0 1790112682438
1 1790112682463
0 1790112682463
0 1790112682485
0 1790112682486
0 1790112682506
0 1790112682506
0 1790112682546
1 1790112682542
0 1790112682568
0 1790112682568
1 1790112682645
0 1790112682645
1 1790112682663
0 1790112682668
0 1790112682669
0 1790112682672
0 1790112682682
0 1790112682682
1 1790112682738
0 1790112682779
1 1790112682875
0 1790112682881
0 1790112682896
0 1790112682896
0 1790112682901
0 1790112682900
0 1790112682929
1 1790112682926
0 1790112682951
1 1790112682951
1 1790112682987
0 1790112682991
0 1790112683004
0 1790112683010
1 1790112683058
0 1790112683100
0 1790112683130
1 1790112683129
1 1790112683155
0 1790112683156
0 1790112683176
0 1790112683176
1 1790112683187
0 1790112683191
0 1790112683191
0 1790112683194
0 1790112683239
0 1790112683239
1 1790112683246
0 1790112683249
1 1790112683263
0 1790112683263
0 1790112683303
0 1790112683303
0 1790112683318
0 1790112683318
0 1790112683348
0 1790112683348
0 1790112683369
0 1790112683369
0 1790112683389
0 1790112683389
0 1790112683409
0 1790112683409
0 1790112683429
0 1790112683429
0 1790112683449
0 1790112683449
0 1790112683479
0 1790112683479
0 1790112683500
0 1790112683500
0 1790112683522
0 1790112683522
0 1790112683546
0 1790112683546
0 1790112683571
0 1790112683571
0 1790112683591
0 1790112683591
1 1790112683616
0 1790112683616
0 1790112683639
0 1790112683639
0 1790112683661
0 1790112683661
0 1790112683685
0 1790112683685
0 1790112683702
0 1790112683703
0 1790112683732
0 1790112683732
1 1790112683749
0 1790112683749
0 1790112683773
0 1790112683774
1 1790112683797
0 1790112683798
0 1790112683826
0 1790112683826
1 1790112683865
0 1790112683875
0 1790112683889
0 1790112683889
1 1790112683962
0 1790112683967
1 1790112683969
0 1790112684058
1 1790112684062
0 1790112684069
1 1790112684110
0 1790112684110
1 1790112684135
2 1790112684161
3 1790112684181
1 1790112684242
0 1790112684245
0 1790112684251
0 1790112684260
1 1790112684278
0 1790112684341
0 1790112684342
2 1790112684347
3 1790112684347
0 1790112684359
2 1790112684363
0 1790112684392
0 1790112684393
1 1790112684402
1 1790112684422
